nombre,seguidores,amigos,tweets,localizacion,verificado,idioma,protected
Silk_Channel,709,102,104,Valencia,False,es,False
Matujalem,45,72,378,,False,es,False
SegwayV,3,25,13,Valencia,False,es,False
DrakoValiant,7,212,71,,False,es,False
vbisquertgmail,0,9,2,Valencia,False,es,False
UpsideDown_Com,261,606,1097,Madrid | Valencia | Latam,False,es,False
sefuv,1180,36,4834,Valencia,False,es,False
porloquemasquie,102,1771,111,Apartado de Correos 435,False,es,False
michaelwill1003,120,632,220,Valencia,False,es,False
CamidelHorta,1064,2646,1803,Godella 605 40 20 90,False,ca,False
isabelgarcop,130,200,470,,False,es,False
Cafeinomania,928,1290,18820,Benidorm,False,es,False
sapamajo,116,575,827,Valencia,False,es,False
AlbaCude,545,381,6245,Valencia,False,es,False
pmserrano195,87,310,934,Rinc\u00f3n de la Victoria,False,es,False
AngelMV_oficial,59,394,35,Valencia,False,es,False
lorenzomunyiz,0,15,0,Valencia,False,es,False
AvantValencians,1262,1190,3081,Valencia,False,es,False
IntecaVial,9,129,80,Sant Cugat del Vall\u00e8s,False,es,False
Fergarciamigue,328,2368,1294,Granada,False,es,False
raflan,904,1585,3672,Valencia,False,es,False
Cucacuadrado,76,65,1022,,False,es,False
Jordi_Kun,201,630,10338,,False,es,False
f_bellido,209,1336,1192,Barcelona,False,es,False
WineinValencia,23,225,65,Valencia,False,es,False
JavierMrtnPalao,27,45,4,,False,es,False
valencianot27,6,26,11,Va,False,es,False
ARXIUISMAEL,222,283,769,Pa\u00edsValenci\u00e0,False,ca,False
e_navalon,6,56,41,,False,es,False
diaz393939torca,6,11,310,Valencia,False,es,False
Juanjo_Jareno,19,7,13,Rep\u00fablica Popular China,False,es,False
LilianaMiret,52,521,85,lleida,False,ca,False
Maria_Robredo,269,270,12341,,False,es,False
aidafr87,132,492,196,,False,es,False
arqyempresa,1367,2042,2183,Godella,False,es,False
MariRvm,34,164,127,,False,es,False
belenmanuelarag,31,270,19,,False,es,False
Naumaquies1,6,111,0,,False,en,False
cristtina45,57,463,161,ESPA\u00d1A,False,es,False
oli6789,3302,3203,21913,Valenzuela,False,es,False
CONSIDERApl,557,797,1542,Sevilla | Albacete | Valencia,False,es,False
JosepmFarreras,55,437,3,,False,ca,False
Antonio27182,15,24,252,,False,es,False
AnaSalvador97,228,282,1217,Valencia,False,es,False
ferri_olmos,6,17,0,,False,es,False
juanpevg34,2,13,3,,False,es,False
ambulanciascsa,94,738,61,Castell\u00f3n de la Plana,False,es,False
Hegeliriana,41,277,260,MADRID-VAL\u00c8NCIA,False,es,False
duniara,277,802,1736,Valencia,False,es,False
JuanXelin,17,49,1,,False,es,False
SantaInkisicion,398,416,2773,,False,es,False
crismol4,70,225,49,Valencia,False,es,False
andymakaroff,28,611,447,,False,es,False
danielsunday96,1529,1341,13028,Wonderland,False,en,False
Mendi8_16,165,417,1156,valenciaa,False,es,False
HotelTuria,397,954,3971,Valencia,False,es,False
WikitorTor,36,196,102,Valencia,False,es,False
PacoRA24,5,240,7,,False,es,False
PAUCARDONA1,373,211,4845,,False,es,False
reichstresada,98,377,763,Valencia,False,es,False
Encarnufy,49,147,289,,False,es,False
mmarzo92,156,193,410,Bu\u00f1ol,False,es,False
dani_eldanielle,30,128,24,,False,es,False
sacrifice12y5,101,1216,351,,False,es,False
paquisolbes,1,62,0,,False,es,False
Chelu21099953,75,2312,0,,False,en,False
valencia2016ya,34,286,574,,False,en,False
fedpival,2193,418,12169,Valencia,False,es,False
joseancano59,25,98,206,,False,es,False
AngelesEst,14,125,9,,False,es,False
DCarquitect,40,157,18,Calle Orense,False,es,False
masemar,26,287,52,,False,es,False
eltrasterodemar,61,1366,4,,False,es,False
OMC_Espana,19706,1541,26661,Madrid,True,es,False
borjapalomero,129,231,291,Valencia,False,es,False
UIMP,19952,2375,28622,España,False,es,False
JavierPol4,281,350,7707,Valencia,False,es,False
jboscoo,1028,522,2827,,False,en,False
madridesnoticia,10672,4880,11770,Madrid,False,es,False
MDELOSAFV,179,1451,9080,,False,es,False
_OfficialPress,7362,5382,79130,Valencia,False,es,False
Vivi55863924,0,22,0,,False,en,False
alxsantos11,86,160,34,,False,es,False
florferm,348,561,1115,Valencia,False,es,False
GVAivf,884,501,925,N\u00e1poles y Sicilia - VALENCIA,False,es,False
CatiHaroMartin1,3,22,0,,False,es,False
capicasalvlc,6,70,4,Comunidad Valenciana,False,es,False
cesarmafe1,64,112,217,,False,es,False
VillaverdeMu,320,574,11450,Alicante,False,es,False
DoloAtienza,18,47,43,,False,es,False
dteschendorff,554,311,3466,Alm\u00e0ssera,False,es,False
clacanro,1,30,0,,False,en,False
MCRCValenciano,679,1435,782,Valencia,False,es,False
CiaEncar,77,914,339,Gandia,False,es,False
EducantVida,47,186,103,,False,ca,False
David_V_UEMURA,1,29,11,,False,es,False
CulinaryMeeting,239,176,408,Valencia,False,es,False
ayllondemingo,1738,976,20184,,False,es,False
aalemanantonio,226,1224,100,Sant Joan d'Alacant,False,es,False
afic_xirivella,171,293,341,Ajuntament de Xirivella,False,es,False
CefireFP_EAE,314,210,137,Cheste,False,es,False
tonyjones_,351,811,539,,False,en,False
GrupoViaSpain,4322,4385,4870,Barcelona,False,es,False
percuto6,424,2745,566,Belalc\u00e1zar,False,es,False
fidel_gisbert,7,121,43,ibi espa\u00f1a,False,es,False
Crisnaturhotma1,3,66,1,,False,en,False
cavallers1,0,5,2,,False,en,False
rosachm2,3,40,25,,False,es,False
troverous,4,173,9,,False,es,False
Maria2073,64,197,300,London,False,es,False
Terrawebinfo,15,49,5,Valencia,False,es,False
Camille_VLC,15,54,11,Valencia,False,en,False
nuriaagil,227,351,3070,Vila-real/Valencia,False,es,False
cesar_c_ct,111,254,435,,False,ca,False
Sindiviz2525,575,5002,52282,Goa India prop Camp Nou,False,ca,False
AlvaroPlaja,0,28,0,,False,es,False
ArmandLlacer,745,743,2896,Val\u00e8ncia (Spain),False,es,False
Josepardofer1,1,64,1,,False,es,False
strellada23,0,150,1,,False,es,False
colegio_cv,136,205,253,Valencia,False,es,False
amparocerezo3,483,373,6675,,False,ca,False
AVPCAlcudia,127,517,472,L'Alc\u00fadia,False,es,False
SilviaPuigPrat1,4,38,0,,False,en,False
LlunaGamero,57,238,29,Rocafort,False,es,False
Marieta_Montero,34,202,31,,False,es,False
CLComunicacion,483,669,1532,España,False,es,False
MDomenechViadel,4,37,0,,False,es,False
BenifaioCOMUNIC,846,339,10011,,False,es,False
escalante329,856,898,1186,Cabanyal,False,es,False
Silvia_Vidal_,18,100,10,ESPA\u00d1A,False,es,False
ValenciaWriters,101,532,530,Valencia,False,es,False
BlancaDosda,973,287,9481,Valencia,False,es,False
lumot15,135,46,925,Valencia,False,es,False
Nestor_VR,121,365,1082,Valencia,False,es,False
AnoAnoAno9,538,1438,12580,España,False,es,False
AMPADansaVLC,155,365,411,Cam\u00ed de Vera,False,es,False
LourdesEscriba4,3,26,1,,False,es,False
virginiasf3,34,380,329,Berlin,False,es,False
videoanto,97,748,29,Valencia,False,es,False
lauraloan18,8,74,11,,False,es,False
aishabambara,10,136,13,,False,es,False
amparoboils28,694,1139,3749,,False,es,False
AnneMariedeHaan,4229,2025,9529,Nijmegen,False,es,False
josep_,14,104,49,Museros,False,es,False
ruvial7,53,273,482,,False,ca,False
nigetta777,73,859,3333,Valencia,False,es,False
Paco80927285,3,103,2,,False,en,False
HaAshValenciaEs,23,101,180,Comunidad Valenciana,False,es,False
MarioMontesTato,1,20,12,,False,es,False
owshira,322,594,7413,Valencia,False,es,False
ludigisa,22,211,315,España,False,es,False
Rub3n_Rub0,177,353,7575,Valencia,False,es,False
diegoromero_at,71,317,45,Valencia,False,es,False
LuisPiedrachita,6,100,0,España,False,es,False
FAE_Valencia,5,11,0,,False,es,False
crako_crg,4,36,73,,False,es,False
mira_des,15,69,748,,False,es,False
ultralocalia,94,454,697,,False,ca,False
ValerioSeGa,11,82,61,,False,es,False
MJoseMolla,14,275,219,Valencia,False,es,False
giorcito,30,176,490,Cabanyal,False,es,False
Pw64655635,166,612,2767,,False,es,False
guerau_fuster,150,222,4398,Barcelona,False,es,False
mikel_labastida,2105,298,16552,Valencia,False,es,False
viajeret,5582,5030,12986,,False,es,False
marivigranero,86,177,172,Chella,False,es,False
paqui_villena,8,416,0,,False,es,False
Mediterrani1,22,241,158,,False,es,False
annixx13,157,272,6070,,False,es,False
sweetgirlandyou,93,569,2254,39.493486,False,es,False
manu27061951,3,82,18,,False,es,False
Trini94991988,2,11,2,,False,en,False
ConGarcia66,30,229,1433,,False,es,False
CSR24907232,0,117,2,,False,en,False
CarlosLoMoreno,75,72,302,Valencia,False,es,False
MayteOrti,141,158,167,,False,es,False
brogaphone,86,402,89,Avenida 1\u00ba de maig 35,False,es,False
JuliaPerezM,366,255,7108,España,False,es,False
JavierGranad0s,316,1951,357,España,False,es,False
JosLuis72056132,1,42,1,,False,es,False
MrRandis,13,100,0,,False,es,False
andrespemol,357,247,733,Valencia,False,es,False
Jormacas,104,119,1495,,False,es,False
ArtesAccesibles,680,2520,273,Gij\u00f3n,False,es,False
serreriapl,4,37,17,Valencia,False,es,False
JuanCarVillena,20,81,25,Alicante,False,es,False
nando_pastor,11,115,100,España,False,es,False
pazbernad1,3,29,10,Valencia,False,en,False
PietroPecchioni,435,556,11553,España,False,es,False
diverfest,17,417,6,,False,ca,False
amicsnaugran,15,50,17,Valencia,False,es,False
JuanfraEscudero,535989,517625,144608,España,True,es,False
tvicent,87,299,8336,Espanya,False,es,False
martosa96,400,706,21532,Del Paraiso,False,es,False
yohrchh,1,13,9,Valencia,False,es,False
GrupoRComunica,17,153,33,Valencia,False,es,False
PercevalT,479,713,13081,Europa,False,es,False
anmorcarb,6,5,6,,False,ca,False
feibolbrave,69,112,405,Valencia,False,es,False
VWVolcenter,1109,1165,1468,Av. Mediterr\u00e1neo,False,es,False
OIDPcat,635,1120,5041,Barcelona,False,es,False
SMARTIS_ES,236,5000,9,Madrid,False,es,False
jvteblasco,23,397,1,,False,es,False
BalaguerMentxu,314,374,596,Corbera,False,es,False
mese79,46,214,79,,False,es,False
garvicvi,1,25,56,,False,es,False
Valencia_World,104,285,1646,Valencia,False,es,False
Dent_CiuFallera,5,81,5,Valencia,False,en,False
BlackSunney,4,118,7,,False,en,False
pablovidalfurio,66,1108,395,,False,es,False
LaTeuaRadio,72,432,599,Mon\u00f2ver,False,es,False
_noeliajurado,198,898,167,,False,es,False
BaobabEspaiC,26,171,33,Valencia,False,es,False
HuffPostPolitic,4720,1765,3018,España,True,es,False
QualityF_sl,98,654,2,Valencia,False,es,False
Tania_Loble,64,116,119,Valencia,False,es,False
WOPR46100552,1,7,0,,False,es,False
CompromisFVMP,442,432,1102,Val\u00e8ncia,False,es,False
origds,446,469,5446,Caracas,False,es,False
Elmagonez3,33,181,1929,Valencia,False,es,False
Barcelona958,68,111,7567,España,False,es,False
EusebioMonzo,110,182,31,Valencia,False,es,False
Ortoprono,174,436,316,España,False,es,False
Aurora85313066,1,25,9,,False,en,False
Eloy_OR93,4,209,19,Catarroja,False,es,False
V3rdeguer,113,376,2236,Valencia,False,es,False
Enrich87Enrich,10,189,4,,False,en,False
eurekabeni,106,121,238,,False,es,False
Pepeluisito77,0,12,47,,False,es,False
Jormico,187,1267,0,Argentina,False,es,False
labatliarespon,20776,1781,36014,Valencia,False,es,False
Dario_Bosch,371,376,2548,Valencia,False,es,False
CostaLupe,101,1185,192,,False,es,False
SCetLaCaravane,115,131,44,Valencia,False,es,False
angeloniadria,157,265,5355,Horta Sud,False,es,False
DestileriasF,2309,554,3954,Bellreguard (Valencia),False,es,False
inf24,88,699,473,España,False,es,False
PinarMiro,1004,5001,295,,False,es,False
FueraTunel,205,244,962,Valencia,False,es,False
MagnesioNatural,7310,6992,613,Valencia,False,es,False
SoleCCOOpv,570,426,12249,España,False,es,False
LaVLCfutbolera,49,93,67,Valencia,False,es,False
jcarlosdm73,137,685,217,Valencia,False,es,False
raizde3valencia,32,103,90,Valencia,False,es,False
Ventall5,2,62,13,,False,es,False
711MElena,1084,1575,5992,Valencia,False,es,False
DianaPa12937474,93,322,1362,Sol,False,es,False
LCCCapacitacio,48,176,12,,False,es,False
UPVCampusGandia,3754,1235,14733,Gandia,False,es,False
A_Ponce97,33,113,710,Comunidad Valenciana,False,es,False
rsgfotografia,183,286,2563,Valencia,False,es,False
rpozo_,631,649,11599,Universitat Politec. Valencia,False,es,False
Irezato,50,137,37,Valencia,False,es,False
foleranser,366,951,10649,Space between wonder and why,False,es,False
mes_david,100,593,653,Freiburg i.Br.(D) / Basel (CH),False,de,False
RamonLluch1,3,69,20,,False,es,False
oescamilla79,318,1587,1198,Valencia,False,es,False
vero22soria5,123,304,643,Valencia,False,es,False
juan_j66802,1009,1920,41282,Valencia,False,en,False
Plat_HortaSud,237,214,1721,,False,ca,False
Angeles_JG,368,409,11625,Valencia,False,es,False
paternajove,576,929,1019,Parque Central,False,es,False
Aidahergon,11,92,0,,False,es,False
eNTReCaLLeS_00,27,223,39,Comunidad Valenciana,False,es,False
Grillo300,177,524,158,Valencia,False,es,False
ReKeNa77,86,264,4995,España,False,es,False
roberfotograf,111,343,70,,False,es,False
JavierDonas,214,1033,881,,False,es,False
vicentpons,772,1513,6137,l'Olleria,False,ca,False
Mangorro,29,499,1612,Valencia,False,en,False
DanielCerdeira2,3,72,0,,False,en,False
Manulaguia,438,692,461,Valencia,False,es,False
rebecamval,3,33,10,Valencia,False,es,False
javifr95,10,31,61,,False,es,False
HilbrechtB,318,280,282,Dormagen,False,es,False
Pedro38919800,2,54,0,,False,en,False
ZahiaGC,266,978,2890,London,False,es,False
cullajoan,2432,2357,8761,Regne de Valencia,False,es,False
santana0013,0,23,0,,False,es,False
Anonim_VCF,98,390,53,,False,es,False
Luis_adrian210,138,423,1225,Valencia,False,es,False
BYCHEMAOLMEDO,28097,23965,101195,SEVILLA,False,es,False
Lau_Rubio_,85,296,125,Valencia,False,en,False
Nachoanon,8231,6497,218648,España,False,es,False
Verafavara,496,667,11156,,False,es,False
CamiBuCu,34,115,24,Valencia,False,es,False
jandro81,26,553,744,,False,es,False
RafaLupion,2511,797,6666,Planeta Tierra,False,es,False
valentinmf25,14,304,5,,False,es,False
Nuttralia,452,283,398,Estamos en: Av/Bar\u00f3n de C\u00e1rcer,False,es,False
jcpistoni,253,513,2329,Valencia,False,es,False
albetasol,79,224,314,Mediterrani ,False,es,False
RibellesLaura,1,43,0,,False,es,False
SheilaSanGall,7,159,5,Valencia,False,es,False
laestrella_vlc,406,455,992,Valencia,False,es,False
valzaina,26,35,8,Valencia,False,es,False
CEAR_PV,113,82,90,Valencia,False,es,False
daponzi,333,504,2317,,False,es,False
EmilioJ75,40,94,219,Valencia,False,es,False
anyp261,293,766,6562, \u00dcT: 10.495505,False,es,False
jadlegua,24,82,52,,False,es,False
lagosradio,13249,8587,21976,Buenos Aires,False,es,False
JuanJoseVila3,0,19,2,,False,es,False
VClra_,23,214,628,Valencia,False,es,False
ensalcom,25,234,0,,False,es,False
IBordils,161,420,1231,,False,es,False
CulturaPoblera,67,284,26,,False,ca,False
pepegilfesp,125,211,2599,,False,es,False
nethalian,142,172,1378,Valencia,False,es,False
Patricrip,58,334,61,,False,es,False
joanmar_75,8,23,81,,False,es,False
fmondaray,134,165,206,Burriana,False,es,False
gomezromeroant1,6,349,67,,False,es,False
MayPurri,616,1530,3124,Valencia,False,es,False
probityland,2,17,5,,False,es,False
Frescultura,746,1852,1424,Valencia,False,es,False
viclobon,77,116,195,Picanya,False,es,False
Wilt_v1,335,1397,4253,Moraira,False,es,False
Sara21pg,0,43,0,,False,es,False
DominiodlVega,2500,1665,1895,San Antonio,False,es,False
Chusco67316968,5,48,3,Valencia,False,es,False
HNsaludnatural,4119,620,6751,España,False,es,False
ricardomv3,487,1496,440,Valencia,False,es,False
Silviia_92,21,79,0,,False,es,False
OfurINK,11,35,161,\ud83d\udc8eTatuador\ud83d\udc8eInstagram: @ofuri,False,es,False
yolamg12,17,52,15,,False,es,False
x_segui,144,696,1196,la Sagrera,False,es,False
SenadoMuseo1,2,18,44,,False,es,False
mc_maje,6,58,0,,False,es,False
BarcielaCarmen,3,59,36,Valencia,False,es,False
Mary22CM,19,96,158,,False,es,False
rusua,238,748,9457,Alboraya,False,en,False
pidetujuguete,367,3880,139,ali,False,es,False
MuqiWang,1,28,0,,False,en,False
grajose19,367,803,3775,Valencia,False,es,False
boostingvlc,5,41,18,Valencia,False,es,False
davidmarti198,119,598,1110,,False,es,False
jeroroomsvlc,61,148,246,,False,es,False
carloslcp,129,1240,421,Everywhere,False,es,False
_Ismael_S,48,252,1009,,False,es,False
clinicafisionat,48,363,124,,False,es,False
DeDronde,47,410,13,Comunidad Valenciana,False,es,False
bsolaz,253,432,1068,Valencia,False,es,False
adrianmaldo13,292,1262,923,,False,es,False
jwsyle1314,12,259,103,,False,zh-tw,False
chipy109,219,1600,805,,False,es,False
albagarciafndz,57,117,292,,False,es,False
ElMangranar,64,67,35,Atzeneta del Maestrat,False,es,False
top10valencia,11,7,33,,False,es,False
HerreroGomez,1317,795,8051,,False,es,False
jluisnetwork,501,1006,12799,127.0.0.1,False,es,False
joanjogarcia,1570,1303,16027,X\u00e0tiva,False,es,False
NataliaMoon24,137,644,1722,Valencia,False,es,False
vabelal,1,34,4,Valencia,False,en,False
817_poldark,14,119,14,,False,es,False
andreusnt,5,35,0,,False,en,False
Valenciasempre2,78,1253,45,Val\u00e8ncia,False,es,False
Jbconlimon,128,570,1536,,False,es,False
JoseGarcelan,10,115,0,,False,es,False
forundarena,237,2252,194,Valencia,False,es,False
aidamufo,90,382,3577,,False,es,False
NachoMiquel,519,3017,1477,,False,es,False
elreplicante,489,719,545,Valencia,False,es,False
jj_cervera,487,1284,731,Valencia,False,es,False
LosGomezTaberna,139,251,110,Valencia,False,es,False
JKNLC76,2,24,2,,False,es,False
xixxvii8,39,215,206,,False,es,False
inma_s_p,35,362,128,,False,es,False
miquelvallejo,53,512,898,Valencia,False,es,False
AngelesCuenca2,322,839,521,Comunitat Valenciana,False,es,False
VictoriaSanchis,236,149,6073,España,False,es,False
cris13rdc,248,302,3019,,False,es,False
bonm_perez,2,24,155,,False,es,False
josesugonzalez,4,123,2,,False,es,False
JoseGea4,112,360,500,,False,es,False
RSSHunterIVN,0,8,73,,False,es,False
salvaferrer78,1905,955,19084,,False,es,False
MatisseSuma,4,90,0,,False,en,False
ManuelL78208884,4,63,223,,False,es,False
granotavikinga,205,1116,7284,Valencia,False,es,False
AIP_Agencia,532,2536,2129,Barcelona Berl\u00edn Roma Zaragoza Valencia Alicante,False,es,False
JIniciativaVLC,282,581,755,Val\u00e8ncia | Horta Nord i Sud,False,es,False
blancaleon91,74,67,35,,False,es,False
joseaginer,591,4999,0,Valencia,False,es,False
Frank_Surimi,376,358,10878,Valencia,False,es,False
SoniTirado,1028,1120,3593,Alacant,False,es,False
javi_salas93,450,2948,13037,Valencia,False,en,False
AmoragaCarmen,3539,971,6217,,False,es,False
guajapens,15,53,236,,False,es,False
sandra_peiro,144,373,153,,False,es,False
Superdesolado,18,156,742,uff,False,es,False
AnaBelnCruz,24,68,122,Valencia,False,es,False
PatriziaSantang,99,129,55,L'Aquila,False,es,False
Hectorcortesma,100,301,399,Valencia,False,es,False
odonelorza2011,46863,6254,36139,Donostia-San Sebasti\u00e1n ,True,es,False
chumi_emi,0,11,0,,False,en,False
guille_blancos,39,118,61,Valencia,False,es,False
celiasecas93,98,597,1064,Valencia,False,es,False
arantxa204,1299,558,59770,Carcaixent,False,es,False
zuriaga_juan,11,143,2,,False,es,False
milan_jere,1025,409,119,Valencia city,False,es,False
OrtizSzAndrea,314,693,288,,False,es,False
vlclucia,105,296,26,Valencia,False,es,False
monicadmh,125,304,545,,False,es,False
vicentaalapont,6,36,82,,False,es,False
Tereserranom,10,73,0,,False,es,False
OCRValencia,1459,55,3901,San Vte. Martir,False,es,False
AryaEros,26,279,93,,False,es,False
Maimarto,94,242,34,,False,es,False
AlbergueACTIO,364,339,1833,Alborache / Valencia / Espa\u00f1a,False,es,False
atelierGastro,431,553,275,Carrer de Ciscar 52,False,es,False
_SOBREVIVE_,467,887,860,,False,es,False
con_educaccion,193,1191,292,,False,ca,False
Montan_nv,137,374,169,Mont\u00e1n,False,es,False
PedroJota_G,14,54,203,,False,es,False
Natividadgmz,8,89,94,Valencia,False,es,False
esbelher,23,78,58,,False,es,False
joyalia_es,37,183,219,Valencia,False,es,False
apastorl01,8,44,5,,False,es,False
Jordiet1707,335,827,2171,,False,ca,False
troyanka88,25,332,3,,False,es,False
DeaElx,132,372,1521,Al otro lado del tel\u00e9fono.,False,es,False
JesusMi1972,405,5001,1368,Vitoria-Gasteiz,False,es,False
noraboa_,4,60,104,,False,es,False
Francis98127838,0,1,0,Comunidad Valenciana,False,es,False
